I_Code_departament	I_Region	I_Dep	I_Chefleeu	I_Tncc	I_Ncc	I_Nccenr	Wiki_Url	Wiki_Name_Snipet	Wiki_name_departement	W_Pays	W_Region	W_Creation_du_departementt	W_Chef_lieu	W_Sous_pefectures	W_President_du_conseil_departemental	W_Prefet	W_Code_Insee	W_Code_ISO_3166_2	W_Code_Eurostat_NUTS_3	W_Gentile	W_Population	W_Densite	W_Superficie	W_Arrondissements	W_Circonscriptions_legislatives	W_Cantons	W_Intercommunalites	W_Communes	W_Name_ru	W_Name_uk	W_Name_en	W_Name_de	W_Name_pl	W_Name_es	W_Name_pt	W_Name_it	W_Name_nl	W_Name_da	W_Name_no	W_Name_sv	W_Name_cs	W_Name_ro	W_Name_bg	W_Name_hu	W_Name_sk	W_Name_sl	W_Name_sh	W_Name_hr	W_Url_ru	W_Url_uk	W_Url_en	W_Url_de	W_Url_pl	W_Url_es	W_Url_pt	W_Url_it	W_Url_nl	W_Url_da	W_Url_no	W_Url_sv	W_Url_cs	W_Url_ro	W_Url_bg	W_Url_hu	W_Url_sk	W_Url_sl	W_Url_sh	W_Url_hr
13	93	13	13055	4	BOUCHES-DU-RHONE	Bouches-du-Rhône	/wiki/Bouches-du-Rhône	Bouches-du-Rhône	Bouches-du-Rhône	France	Provence-Alpes-Côte d'Azur	4 mars 1790	(Préfecture) Marseille	Aix-en-Provence Arles Istres	None	de police Laurent Nuñez	13	FR-13	None	Bucco-Rhodaniens	2 006 069 hab. (2014)	394 hab./km2	5 087 km2	4	16	29	4	119	Буш-дю-Рон	Буш-дю-Рон	Bouches-du-Rhône	Département Bouches-du-Rhône	Delta Rodanu	Bocas del Ródano	Bocas do Ródano	Bocche del Rodano (dipartimento)	Bouches-du-Rhône	Bouches-du-Rhône	Bouches-du-Rhône	Bouches-du-Rhône	Bouches-du-Rhône	Bouches-du-Rhône	Буш дю Рон	Bouches-du-Rhône	Bouches-du-Rhône	Bouches-du-Rhône	Bouches-du-Rhône		https://ru.wikipedia.org/wiki/Буш-дю-Рон	https://uk.wikipedia.org/wiki/Буш-дю-Рон	https://en.wikipedia.org/wiki/Bouches-du-Rhône	https://de.wikipedia.org/wiki/Département_Bouches-du-Rhône	https://pl.wikipedia.org/wiki/Delta_Rodanu	https://es.wikipedia.org/wiki/Bocas_del_Ródano	https://pt.wikipedia.org/wiki/Bocas_do_Ródano	https://it.wikipedia.org/wiki/Bocche_del_Rodano_(dipartimento)	https://nl.wikipedia.org/wiki/Bouches-du-Rhône	https://da.wikipedia.org/wiki/Bouches-du-Rhône	https://no.wikipedia.org/wiki/Bouches-du-Rhône	https://sv.wikipedia.org/wiki/Bouches-du-Rhône	https://cs.wikipedia.org/wiki/Bouches-du-Rhône	https://ro.wikipedia.org/wiki/Bouches-du-Rhône	https://bg.wikipedia.org/wiki/Буш_дю_Рон	https://hu.wikipedia.org/wiki/Bouches-du-Rhône	https://sk.wikipedia.org/wiki/Bouches-du-Rhône	https://sl.wikipedia.org/wiki/Bouches-du-Rhône	https://sh.wikipedia.org/wiki/Bouches-du-Rhône	
12	76	12	12202	5	AVEYRON	Aveyron	/wiki/Aveyron_(département)	Aveyron (département)	Aveyron	France	Occitanie	4 mars 1790	(Préfecture) Rodez	Millau Villefranche-de-Rouergue	None	Louis Laugier	12	FR-12	None	Aveyronnais	278 644 hab. (2014)	32 hab./km2	8 735 km2	3	3	23	19	285	Аверон	Аверон	Aveyron	Département Aveyron	Aveyron	Aveyron	Aveyron	Aveyron	Aveyron (departement)	Aveyron	Aveyron	Aveyron	Aveyron	Aveyron	Аверон (департамент)	Aveyron	Aveyron (departement)	Aveyron (departma)	Aveyron		https://ru.wikipedia.org/wiki/Аверон	https://uk.wikipedia.org/wiki/Аверон	https://en.wikipedia.org/wiki/Aveyron	https://de.wikipedia.org/wiki/Département_Aveyron	https://pl.wikipedia.org/wiki/Aveyron	https://es.wikipedia.org/wiki/Aveyron	https://pt.wikipedia.org/wiki/Aveyron	https://it.wikipedia.org/wiki/Aveyron	https://nl.wikipedia.org/wiki/Aveyron_(departement)	https://da.wikipedia.org/wiki/Aveyron	https://no.wikipedia.org/wiki/Aveyron	https://sv.wikipedia.org/wiki/Aveyron	https://cs.wikipedia.org/wiki/Aveyron	https://ro.wikipedia.org/wiki/Aveyron	https://bg.wikipedia.org/wiki/Аверон_(департамент)	https://hu.wikipedia.org/wiki/Aveyron	https://sk.wikipedia.org/wiki/Aveyron_(departement)	https://sl.wikipedia.org/wiki/Aveyron_(departma)	https://sh.wikipedia.org/wiki/Aveyron	
15	84	15	15014	2	CANTAL	Cantal	/wiki/Cantal_(département)	Cantal (département)	Cantal	France	Auvergne-Rhône-Alpes	4 mars 1790	(Préfecture) Aurillac	Mauriac Saint-Flour	None	Isabelle Sima[1]	15	FR-15	None	Cantalous, Cantaliens	146 618 hab. (2014)	26 hab./km2	5 726 km2	3	2	15	10	247	Канталь	Канталь	Cantal	Département Cantal	Cantal (departament)	Cantal	Cantal	Cantal	Cantal	Cantal	Cantal	Cantal	Cantal	Cantal	Кантал (департамент)	Cantal	Cantal	Cantal	Cantal		https://ru.wikipedia.org/wiki/Канталь	https://uk.wikipedia.org/wiki/Канталь	https://en.wikipedia.org/wiki/Cantal	https://de.wikipedia.org/wiki/Département_Cantal	https://pl.wikipedia.org/wiki/Cantal_(departament)	https://es.wikipedia.org/wiki/Cantal	https://pt.wikipedia.org/wiki/Cantal	https://it.wikipedia.org/wiki/Cantal	https://nl.wikipedia.org/wiki/Cantal	https://da.wikipedia.org/wiki/Cantal	https://no.wikipedia.org/wiki/Cantal	https://sv.wikipedia.org/wiki/Cantal	https://cs.wikipedia.org/wiki/Cantal	https://ro.wikipedia.org/wiki/Cantal	https://bg.wikipedia.org/wiki/Кантал_(департамент)	https://hu.wikipedia.org/wiki/Cantal	https://sk.wikipedia.org/wiki/Cantal	https://sl.wikipedia.org/wiki/Cantal	https://sh.wikipedia.org/wiki/Cantal	
14	28	14	14118	2	CALVADOS	Calvados	/wiki/Calvados_(département)	Calvados (département)	Calvados	France	Normandie	4 mars 1790	(Préfecture) Caen	Bayeux Lisieux Vire-Normandie	None	Laurent Fiscus[1]	14	FR-14	None	Calvadosiens	691 670 hab. (2014)	125 hab./km2	5 548 km2	4	6	25	17	538	Кальвадос (департамент)	Кальвадос (департамент)	Calvados (department)	Département Calvados	Calvados (departament)	Calvados	Calvados	Calvados	Calvados (departement)	Calvados (departement)	Calvados (departement)	Calvados (departement)	Calvados (departement)	Calvados	Калвадос	Calvados (megye)	Calvados (departement)	Calvados (departma)	Calvados		https://ru.wikipedia.org/wiki/Кальвадос_(департамент)	https://uk.wikipedia.org/wiki/Кальвадос_(департамент)	https://en.wikipedia.org/wiki/Calvados_(department)	https://de.wikipedia.org/wiki/Département_Calvados	https://pl.wikipedia.org/wiki/Calvados_(departament)	https://es.wikipedia.org/wiki/Calvados	https://pt.wikipedia.org/wiki/Calvados	https://it.wikipedia.org/wiki/Calvados	https://nl.wikipedia.org/wiki/Calvados_(departement)	https://da.wikipedia.org/wiki/Calvados_(departement)	https://no.wikipedia.org/wiki/Calvados_(departement)	https://sv.wikipedia.org/wiki/Calvados_(departement)	https://cs.wikipedia.org/wiki/Calvados_(departement)	https://ro.wikipedia.org/wiki/Calvados	https://bg.wikipedia.org/wiki/Калвадос	https://hu.wikipedia.org/wiki/Calvados_(megye)	https://sk.wikipedia.org/wiki/Calvados_(departement)	https://sl.wikipedia.org/wiki/Calvados_(departma)	https://sh.wikipedia.org/wiki/Calvados	
17	75	17	17300	3	CHARENTE-MARITIME	Charente-Maritime	/wiki/Charente-Maritime	Charente-Maritime	Charente-Maritime	France	Nouvelle-Aquitaine	4 mars 1790	(Préfecture) La Rochelle	Jonzac Rochefort Saintes Saint-Jean-d'Angély	None	Éric Jalon	17	FR-17	None	Charentais-Maritime	637 089 hab. (2014)	93 hab./km2	6 864 km2	5	5	27	12	469	Приморская Шаранта	Приморська Шаранта	Charente-Maritime	Département Charente-Maritime	Charente-Maritime	Charente Marítimo	Charente-Maritime	Charente Marittima	Charente-Maritime	Charente-Maritime	Charente-Maritime	Charente-Maritime	Charente-Maritime	Charente-Maritime	Шарант Маритим	Charente-Maritime	Charente-Maritime	Charente-Maritime	Charente-Maritime		https://ru.wikipedia.org/wiki/Приморская_Шаранта	https://uk.wikipedia.org/wiki/Приморська_Шаранта	https://en.wikipedia.org/wiki/Charente-Maritime	https://de.wikipedia.org/wiki/Département_Charente-Maritime	https://pl.wikipedia.org/wiki/Charente-Maritime	https://es.wikipedia.org/wiki/Charente_Marítimo	https://pt.wikipedia.org/wiki/Charente-Maritime	https://it.wikipedia.org/wiki/Charente_Marittima	https://nl.wikipedia.org/wiki/Charente-Maritime	https://da.wikipedia.org/wiki/Charente-Maritime	https://no.wikipedia.org/wiki/Charente-Maritime	https://sv.wikipedia.org/wiki/Charente-Maritime	https://cs.wikipedia.org/wiki/Charente-Maritime	https://ro.wikipedia.org/wiki/Charente-Maritime	https://bg.wikipedia.org/wiki/Шарант_Маритим	https://hu.wikipedia.org/wiki/Charente-Maritime	https://sk.wikipedia.org/wiki/Charente-Maritime	https://sl.wikipedia.org/wiki/Charente-Maritime	https://sh.wikipedia.org/wiki/Charente-Maritime	
16	75	16	16015	3	CHARENTE	Charente	/wiki/Charente_(département)	Charente (département)	Charente	France	Nouvelle-Aquitaine	4 mars 1790	(Préfecture) Angoulême	Cognac Confolens	None	Pierre N'Gahane[1]	16	FR-16	None	Charentais	353 853 hab. (2014)	59 hab./km2	5 956 km2	3	4	19	9	383	Шаранта	Шаранта	Charente	Département Charente	Charente (departament)	Charente	Charente	Charente	Charente (departement)	Charente	Charente	Charente (departement)	Charente	Charente	Шарант (департамент)	Charente	Charente (departement)	Charente (departma)	Charente		https://ru.wikipedia.org/wiki/Шаранта	https://uk.wikipedia.org/wiki/Шаранта	https://en.wikipedia.org/wiki/Charente	https://de.wikipedia.org/wiki/Département_Charente	https://pl.wikipedia.org/wiki/Charente_(departament)	https://es.wikipedia.org/wiki/Charente	https://pt.wikipedia.org/wiki/Charente	https://it.wikipedia.org/wiki/Charente	https://nl.wikipedia.org/wiki/Charente_(departement)	https://da.wikipedia.org/wiki/Charente	https://no.wikipedia.org/wiki/Charente	https://sv.wikipedia.org/wiki/Charente_(departement)	https://cs.wikipedia.org/wiki/Charente	https://ro.wikipedia.org/wiki/Charente	https://bg.wikipedia.org/wiki/Шарант_(департамент)	https://hu.wikipedia.org/wiki/Charente	https://sk.wikipedia.org/wiki/Charente_(departement)	https://sl.wikipedia.org/wiki/Charente_(departma)	https://sh.wikipedia.org/wiki/Charente	
19	75	19	19272	3	CORREZE	Corrèze	/wiki/Corrèze_(département)	Corrèze (département)	Corrèze	France	Nouvelle-Aquitaine	4 mars 1790	(Préfecture) Tulle	Brive-la-Gaillarde Ussel	None	Bertrand Gaume[1]	19	FR-19	None	Corréziens	241 340 hab. (2014)	41 hab./km2	5 857 km2	3	2	19	9	283	Коррез	Коррез	Corrèze	Département Corrèze	Corrèze (departament)	Corrèze	Corrèze	Corrèze	Corrèze (departement)	Corrèze	Corrèze	Corrèze	Corrèze (departement)	Corrèze	Корез (департамент)	Corrèze (megye)	Corrèze (departement)	Corrèze (departma)	Corrèze (departman)		https://ru.wikipedia.org/wiki/Коррез	https://uk.wikipedia.org/wiki/Коррез	https://en.wikipedia.org/wiki/Corrèze	https://de.wikipedia.org/wiki/Département_Corrèze	https://pl.wikipedia.org/wiki/Corrèze_(departament)	https://es.wikipedia.org/wiki/Corrèze	https://pt.wikipedia.org/wiki/Corrèze	https://it.wikipedia.org/wiki/Corrèze	https://nl.wikipedia.org/wiki/Corrèze_(departement)	https://da.wikipedia.org/wiki/Corrèze	https://no.wikipedia.org/wiki/Corrèze	https://sv.wikipedia.org/wiki/Corrèze	https://cs.wikipedia.org/wiki/Corrèze_(departement)	https://ro.wikipedia.org/wiki/Corrèze	https://bg.wikipedia.org/wiki/Корез_(департамент)	https://hu.wikipedia.org/wiki/Corrèze_(megye)	https://sk.wikipedia.org/wiki/Corrèze_(departement)	https://sl.wikipedia.org/wiki/Corrèze_(departma)	https://sh.wikipedia.org/wiki/Corrèze_(departman)	
18	24	18	18033	2	CHER	Cher	/wiki/Cher_(département)	Cher (département)	Cher	France	Centre-Val de Loire	None	(Préfecture) Bourges	Saint-Amand-Montrond Vierzon	None	None	18	FR-18	None	Berrichons	310 270 hab. (2014)	43 hab./km2	7 235 km2	3	3	19	17	290	Шер (департамент)	Шер (департамент)	Cher (department)	Département Cher	Cher (departament)	Cher (departamento)	Cher (departamento)	Cher (dipartimento)	Cher (departement)	Cher (departement)	Cher (departement)	Cher (departement)	Cher (departement)	Cher (departament)	Шер (департамент)	Cher (megye)	Cher (departement)	Cher (departma)	Cher (departman)		https://ru.wikipedia.org/wiki/Шер_(департамент)	https://uk.wikipedia.org/wiki/Шер_(департамент)	https://en.wikipedia.org/wiki/Cher_(department)	https://de.wikipedia.org/wiki/Département_Cher	https://pl.wikipedia.org/wiki/Cher_(departament)	https://es.wikipedia.org/wiki/Cher_(departamento)	https://pt.wikipedia.org/wiki/Cher_(departamento)	https://it.wikipedia.org/wiki/Cher_(dipartimento)	https://nl.wikipedia.org/wiki/Cher_(departement)	https://da.wikipedia.org/wiki/Cher_(departement)	https://no.wikipedia.org/wiki/Cher_(departement)	https://sv.wikipedia.org/wiki/Cher_(departement)	https://cs.wikipedia.org/wiki/Cher_(departement)	https://ro.wikipedia.org/wiki/Cher_(departament)	https://bg.wikipedia.org/wiki/Шер_(департамент)	https://hu.wikipedia.org/wiki/Cher_(megye)	https://sk.wikipedia.org/wiki/Cher_(departement)	https://sl.wikipedia.org/wiki/Cher_(departma)	https://sh.wikipedia.org/wiki/Cher_(departman)	
48	76	48	48095	3	LOZERE	Lozère	/wiki/Lozère_(département)	Lozère (département)	Lozère	France	Occitanie	4 mars 1790	(Préfecture) Mende	Florac-Trois-Rivières	None	Hervé Malherbe	48	FR-48	None	Lozériens	76 360 hab. (2014)	15 hab./km2	5 167 km2	2	1	13	11	158	Лозер	Лозер	Lozère	Département Lozère	Lozère	Lozère	Lozère	Lozère	Lozère	Lozère	Lozère	Lozère	Lozère	Lozère	Лозер (департамент)	Lozère	Lozère (departement)	Lozère (departma)	Lozère		https://ru.wikipedia.org/wiki/Лозер	https://uk.wikipedia.org/wiki/Лозер	https://en.wikipedia.org/wiki/Lozère	https://de.wikipedia.org/wiki/Département_Lozère	https://pl.wikipedia.org/wiki/Lozère	https://es.wikipedia.org/wiki/Lozère	https://pt.wikipedia.org/wiki/Lozère	https://it.wikipedia.org/wiki/Lozère	https://nl.wikipedia.org/wiki/Lozère	https://da.wikipedia.org/wiki/Lozère	https://no.wikipedia.org/wiki/Lozère	https://sv.wikipedia.org/wiki/Lozère	https://cs.wikipedia.org/wiki/Lozère	https://ro.wikipedia.org/wiki/Lozère	https://bg.wikipedia.org/wiki/Лозер_(департамент)	https://hu.wikipedia.org/wiki/Lozère	https://sk.wikipedia.org/wiki/Lozère_(departement)	https://sl.wikipedia.org/wiki/Lozère_(departma)	https://sh.wikipedia.org/wiki/Lozère	
49	52	49	49007	2	MAINE-ET-LOIRE	Maine-et-Loire	/wiki/Maine-et-Loire	Maine-et-Loire	Maine-et-Loire	Région  de la Loire	Pays de la Loire	4 mars 1790	(Préfecture) Angers	CholSaumur Segré-en-Anjou Bleu	None	Bernard Gonzalez	49	FR-49	None	Angevins	801 168 hab.[Note 1] (2014)	112 hab./km2	7 171,90 km2	4	7	21	9	185	Мен и Луара	Мен і Луара	Maine-et-Loire	Département Maine-et-Loire	Maine i Loara	Maine y Loira	Maine-et-Loire	Maine e Loira	Maine-et-Loire	Maine-et-Loire	Maine-et-Loire	Maine-et-Loire	Maine-et-Loire	Maine-et-Loire	Мен е Лоар	Maine-et-Loire	Maine-et-Loire	Maine-et-Loire	Maine-et-Loire		https://ru.wikipedia.org/wiki/Мен_и_Луара	https://uk.wikipedia.org/wiki/Мен_і_Луара	https://en.wikipedia.org/wiki/Maine-et-Loire	https://de.wikipedia.org/wiki/Département_Maine-et-Loire	https://pl.wikipedia.org/wiki/Maine_i_Loara	https://es.wikipedia.org/wiki/Maine_y_Loira	https://pt.wikipedia.org/wiki/Maine-et-Loire	https://it.wikipedia.org/wiki/Maine_e_Loira	https://nl.wikipedia.org/wiki/Maine-et-Loire	https://da.wikipedia.org/wiki/Maine-et-Loire	https://no.wikipedia.org/wiki/Maine-et-Loire	https://sv.wikipedia.org/wiki/Maine-et-Loire	https://cs.wikipedia.org/wiki/Maine-et-Loire	https://ro.wikipedia.org/wiki/Maine-et-Loire	https://bg.wikipedia.org/wiki/Мен_е_Лоар	https://hu.wikipedia.org/wiki/Maine-et-Loire	https://sk.wikipedia.org/wiki/Maine-et-Loire	https://sl.wikipedia.org/wiki/Maine-et-Loire	https://sh.wikipedia.org/wiki/Maine-et-Loire	
46	76	46	46042	2	LOT	Lot	/wiki/Lot_(département)	Lot (département)	Lot	France	Occitanie	4 mars 1790	(Préfecture) Cahors	Figeac Gourdon	None	Jérôme Filippini	46	FR-46	None	Lotois	173 648 hab. (2014)	33 hab./km2	5 217 km2	3	2	17	9	322	Ло (департамент)	Лот (департамент)	Lot (department)	Département Lot	Lot (departament)	Lot (departamento)	Lot (departamento)	Lot (dipartimento)	Lot (departement)	Lot (departement)	Lot (departement)	Lot (departement)	Lot (departement)	Lot (departament)	Лот (департамент)	Lot	Lot (departement)	Lot (departma)	Lot (departman)		https://ru.wikipedia.org/wiki/Ло_(департамент)	https://uk.wikipedia.org/wiki/Лот_(департамент)	https://en.wikipedia.org/wiki/Lot_(department)	https://de.wikipedia.org/wiki/Département_Lot	https://pl.wikipedia.org/wiki/Lot_(departament)	https://es.wikipedia.org/wiki/Lot_(departamento)	https://pt.wikipedia.org/wiki/Lot_(departamento)	https://it.wikipedia.org/wiki/Lot_(dipartimento)	https://nl.wikipedia.org/wiki/Lot_(departement)	https://da.wikipedia.org/wiki/Lot_(departement)	https://no.wikipedia.org/wiki/Lot_(departement)	https://sv.wikipedia.org/wiki/Lot_(departement)	https://cs.wikipedia.org/wiki/Lot_(departement)	https://ro.wikipedia.org/wiki/Lot_(departament)	https://bg.wikipedia.org/wiki/Лот_(департамент)	https://hu.wikipedia.org/wiki/Lot	https://sk.wikipedia.org/wiki/Lot_(departement)	https://sl.wikipedia.org/wiki/Lot_(departma)	https://sh.wikipedia.org/wiki/Lot_(departman)	
47	75	47	47001	2	LOT-ET-GARONNE	Lot-et-Garonne	/wiki/Lot-et-Garonne	Lot-et-Garonne	Lot-et-Garonne	France	Nouvelle-Aquitaine	4 mars 1790	(Préfecture) Agen	Marmande Nérac Villeneuve-sur-Lot	None	Patricia Willaert	47	FR-47	None	Lot-et-Garonnais	333 234 hab. (2014)	62 hab./km2	5 361 km2	4	3	21	12	319	Ло и Гаронна	Лот і Гаронна	Lot-et-Garonne	Département Lot-et-Garonne	Lot i Garonna	Lot y Garona	Lot-et-Garonne	Lot e Garonna	Lot-et-Garonne	Lot-et-Garonne	Lot-et-Garonne	Lot-et-Garonne	Lot-et-Garonne	Lot-et-Garonne	Лот е Гарон	Lot-et-Garonne	Lot-et-Garonne	Lot-et-Garonne	Lot-et-Garonne		https://ru.wikipedia.org/wiki/Ло_и_Гаронна	https://uk.wikipedia.org/wiki/Лот_і_Гаронна	https://en.wikipedia.org/wiki/Lot-et-Garonne	https://de.wikipedia.org/wiki/Département_Lot-et-Garonne	https://pl.wikipedia.org/wiki/Lot_i_Garonna	https://es.wikipedia.org/wiki/Lot_y_Garona	https://pt.wikipedia.org/wiki/Lot-et-Garonne	https://it.wikipedia.org/wiki/Lot_e_Garonna	https://nl.wikipedia.org/wiki/Lot-et-Garonne	https://da.wikipedia.org/wiki/Lot-et-Garonne	https://no.wikipedia.org/wiki/Lot-et-Garonne	https://sv.wikipedia.org/wiki/Lot-et-Garonne	https://cs.wikipedia.org/wiki/Lot-et-Garonne	https://ro.wikipedia.org/wiki/Lot-et-Garonne	https://bg.wikipedia.org/wiki/Лот_е_Гарон	https://hu.wikipedia.org/wiki/Lot-et-Garonne	https://sk.wikipedia.org/wiki/Lot-et-Garonne	https://sl.wikipedia.org/wiki/Lot-et-Garonne	https://sh.wikipedia.org/wiki/Lot-et-Garonne	
44	52	44	44109	3	LOIRE-ATLANTIQUE	Loire-Atlantique	/wiki/Loire-Atlantique	Loire-Atlantique	Loire-Atlantique	Région  de la Loire	Pays de la Loire	4 mars 1790	(Préfecture) Nantes	Châteaubriant Saint-Nazaire	None	Nicole Klein[1]	44	FR-44	None	pas de nom officiel[2], [3]	1 346 592 hab.[Note 1] (2014)	198 hab./km2	6 815,40 km2	3	10	31	17	212	Атлантическая Луара	Атлантична Луара	Loire-Atlantique	Département Loire-Atlantique	Loara Atlantycka	Loira Atlántico	Loire-Atlantique	Loira Atlantica	Loire-Atlantique	Loire-Atlantique	Loire-Atlantique	Loire-Atlantique	Loire-Atlantique	Loire-Atlantique	Лоар Атлантик	Loire-Atlantique	Loire-Atlantique	Loire-Atlantique	Loire-Atlantique		https://ru.wikipedia.org/wiki/Атлантическая_Луара	https://uk.wikipedia.org/wiki/Атлантична_Луара	https://en.wikipedia.org/wiki/Loire-Atlantique	https://de.wikipedia.org/wiki/Département_Loire-Atlantique	https://pl.wikipedia.org/wiki/Loara_Atlantycka	https://es.wikipedia.org/wiki/Loira_Atlántico	https://pt.wikipedia.org/wiki/Loire-Atlantique	https://it.wikipedia.org/wiki/Loira_Atlantica	https://nl.wikipedia.org/wiki/Loire-Atlantique	https://da.wikipedia.org/wiki/Loire-Atlantique	https://no.wikipedia.org/wiki/Loire-Atlantique	https://sv.wikipedia.org/wiki/Loire-Atlantique	https://cs.wikipedia.org/wiki/Loire-Atlantique	https://ro.wikipedia.org/wiki/Loire-Atlantique	https://bg.wikipedia.org/wiki/Лоар_Атлантик	https://hu.wikipedia.org/wiki/Loire-Atlantique	https://sk.wikipedia.org/wiki/Loire-Atlantique	https://sl.wikipedia.org/wiki/Loire-Atlantique	https://sh.wikipedia.org/wiki/Loire-Atlantique	
45	24	45	45234	2	LOIRET	Loiret	/wiki/Loiret_(département)	Loiret (département)	Loiret	France	Centre-Val de Loire	4 mars 1790	(Préfecture) Orléans	Montargis Pithiviers	None	Jean-Marc Falcone[1]	45	FR-45	None	Loirétains	669 737 hab. (2014)	99 hab./km2	6 775 km2	3	6	21	16	326	Луаре	Луаре (департамент)	Loiret	Département Loiret	Loiret	Loiret	Loiret	Loiret	Loiret (departement)	Loiret	Loiret	Loiret	Loiret	Loiret	Лоаре (департамент)	Loiret	Loiret (departement)	Loiret (departma)	Loiret		https://ru.wikipedia.org/wiki/Луаре	https://uk.wikipedia.org/wiki/Луаре_(департамент)	https://en.wikipedia.org/wiki/Loiret	https://de.wikipedia.org/wiki/Département_Loiret	https://pl.wikipedia.org/wiki/Loiret	https://es.wikipedia.org/wiki/Loiret	https://pt.wikipedia.org/wiki/Loiret	https://it.wikipedia.org/wiki/Loiret	https://nl.wikipedia.org/wiki/Loiret_(departement)	https://da.wikipedia.org/wiki/Loiret	https://no.wikipedia.org/wiki/Loiret	https://sv.wikipedia.org/wiki/Loiret	https://cs.wikipedia.org/wiki/Loiret	https://ro.wikipedia.org/wiki/Loiret	https://bg.wikipedia.org/wiki/Лоаре_(департамент)	https://hu.wikipedia.org/wiki/Loiret	https://sk.wikipedia.org/wiki/Loiret_(departement)	https://sl.wikipedia.org/wiki/Loiret_(departma)	https://sh.wikipedia.org/wiki/Loiret	
42	84	42	42218	3	LOIRE	Loire	/wiki/Loire_(département)	Loire (département)	Loire	France	Auvergne-Rhône-Alpes	12 août 1793	(Préfecture) Saint-Étienne	Montbrison Roanne	None	Evence Richard	42	FR-42	None	Ligériens	757 305 hab. (2014)	158 hab./km2	4 781 km2	3	6	21	10	326	Луара (департамент)	Луара (департамент)	Loire (department)	Département Loire	Loara (departament)	Loira (departamento)	Loire	Loira (dipartimento)	Loire (departement)	Loire (departement)	Loire (departement)	Loire (departement)	Loire (departement)	Loire	Лоар	Loire (megye)	Loire (departement)	Loire (departma)	Loire (departman)	Loire (departman)	https://ru.wikipedia.org/wiki/Луара_(департамент)	https://uk.wikipedia.org/wiki/Луара_(департамент)	https://en.wikipedia.org/wiki/Loire_(department)	https://de.wikipedia.org/wiki/Département_Loire	https://pl.wikipedia.org/wiki/Loara_(departament)	https://es.wikipedia.org/wiki/Loira_(departamento)	https://pt.wikipedia.org/wiki/Loire	https://it.wikipedia.org/wiki/Loira_(dipartimento)	https://nl.wikipedia.org/wiki/Loire_(departement)	https://da.wikipedia.org/wiki/Loire_(departement)	https://no.wikipedia.org/wiki/Loire_(departement)	https://sv.wikipedia.org/wiki/Loire_(departement)	https://cs.wikipedia.org/wiki/Loire_(departement)	https://ro.wikipedia.org/wiki/Loire	https://bg.wikipedia.org/wiki/Лоар	https://hu.wikipedia.org/wiki/Loire_(megye)	https://sk.wikipedia.org/wiki/Loire_(departement)	https://sl.wikipedia.org/wiki/Loire_(departma)	https://sh.wikipedia.org/wiki/Loire_(departman)	https://hr.wikipedia.org/wiki/Loire_(departman)
43	84	43	43157	3	HAUTE-LOIRE	Haute-Loire	/wiki/Haute-Loire	Haute-Loire	Haute-Loire	France	Auvergne-Rhône-Alpes	4 mars 1790	(Préfecture) Le Puy-en-Velay	Brioude Yssingeaux	None	Yves Rouss	43	FR-43	None	Altiligériens	226 565 hab. (2014)	46 hab./km2	4 977 km2	3	2	19	11	257	Верхняя Луара	Верхня Луара	Haute-Loire	Département Haute-Loire	Górna Loara	Alto Loira	Alto Loire	Alta Loira	Haute-Loire	Haute-Loire	Haute-Loire	Haute-Loire	Haute-Loire	Haute-Loire	От Лоар	Haute-Loire	Haute-Loire	Haute-Loire	Haute-Loire	Haute-Loire	https://ru.wikipedia.org/wiki/Верхняя_Луара	https://uk.wikipedia.org/wiki/Верхня_Луара	https://en.wikipedia.org/wiki/Haute-Loire	https://de.wikipedia.org/wiki/Département_Haute-Loire	https://pl.wikipedia.org/wiki/Górna_Loara	https://es.wikipedia.org/wiki/Alto_Loira	https://pt.wikipedia.org/wiki/Alto_Loire	https://it.wikipedia.org/wiki/Alta_Loira	https://nl.wikipedia.org/wiki/Haute-Loire	https://da.wikipedia.org/wiki/Haute-Loire	https://no.wikipedia.org/wiki/Haute-Loire	https://sv.wikipedia.org/wiki/Haute-Loire	https://cs.wikipedia.org/wiki/Haute-Loire	https://ro.wikipedia.org/wiki/Haute-Loire	https://bg.wikipedia.org/wiki/От_Лоар	https://hu.wikipedia.org/wiki/Haute-Loire	https://sk.wikipedia.org/wiki/Haute-Loire	https://sl.wikipedia.org/wiki/Haute-Loire	https://sh.wikipedia.org/wiki/Haute-Loire	https://hr.wikipedia.org/wiki/Haute-Loire
