X,Y,OBJECTNUMB,NAMEOBJECT,NAME
26.6561600220083,53.2034635824568,26975,"Ëåñîïàðê ""Àëüáà""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
28.0957922189218,55.9139799037867,27648,"Äóá ÷åðåø÷àòûé ""Ñàõîíîâñêèé""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
28.0971316205663,55.7523503462852,27650,"Äóáîâûå íàñàæäåíèÿ ""Òîáîëêè""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
28.0666738542341,55.9738833547766,27651,"Äóáîâûå íàñàæäåíèÿ ""Ïàäàðû""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
26.7325848885833,53.2909975602807,27658,"Íàñàæäåíèå ñ ó÷àñòèåì ýêçîòîâ ""Ãîðîäåéñêîå""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
28.8249743959338,52.8377164962751,27661,Çãîäû,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
28.7824871298501,52.962236354102,27662,Ïðèäîðîæíûé,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
24.0095585391679,53.3566295893779,27672,"Ñòàðèííàÿ ïàðêîâàÿ óñàäüáà ""Ìàññîëÿíû""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
29.9881824985206,55.4081360340144,27644,Äóá Âåëèêàí,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
26.5433858712004,53.8389859859354,27677,Óñàäüáà Ô.Ý.Äçåðæèíñêîãî ñ ïðèëåãàþùèì ó÷àñòêîì ëåñà,Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
24.9960308119094,53.1208273989633,27680,Äóá-òðîéíèê,Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
26.4496519642774,53.5697600961389,26193,Ìèðàíêà,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
24.9204327234356,53.1239592500488,26191,Ìåäóõîâî,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
29.3093847609949,55.4715437004969,26167,Êîçüÿíñêèé,Çàêàçíèê ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.9492217063612,53.2590054866459,27699,"Êë¸íû ëîæíîïëàòàíîâûå ""Áîáîâíÿíñêèå""",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
29.9373044282981,54.8025655740797,27710,Ëåâàíîâî,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
27.1976553106282,54.9269077492171,27713,"""Áîëüøîé êàìåíü æîñíåíñêèé""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
30.9682926045866,54.1721534552508,27723,Ãîðåëîå,Çàêàçíèê ðàéîííîãî çíà÷åíèÿ
28.3008372567128,54.5284358668701,27725,"Ïàðê-àëëåÿ ""Áóäåíè÷è""",Ïàìÿòíèê ïðèðîäû ðàéîííîãî çíà÷åíèÿ
26.9375344472923,54.9417479023033,27727,"Âàëóí ""Áîëüøîé êàìåíü"" þøêîâè÷ñêèé",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
26.7953100176513,54.793909311027,27737,"Âàëóí ""Ñåäëîâîé êàìåíü"" çàíàðî÷àíñêèé",Ïàìÿòíèê ïðèðîäû ðåñïóáëèêàíñêîãî çíà÷åíèÿ
